id,access,wait,ivt,egress
U251,0.463450161,0.592364225,-0.058468039,-0.128674162
U252,0.24383872,-0.425763174,0.334573876,0.020012334
U253,-0.334555258,-0.765444154,0.230037414,-0.096179013
U254,0.016627521,-0.078956431,-0.136319836,-0.178288085
U255,-0.127901313,0.014460653,0.105088546,-0.08969274
U256,-0.112494578,0.292703567,0.446739332,-0.126069234
U257,0.031912023,0.222265185,0.190735222,0.12066638
U258,0.333601069,-0.016137293,0.377011827,0.3408169
U259,-0.091416353,0.13862888,0.689261105,0.112359035
U260,0.17936717,0.073952833,-0.035511923,-0.236415463
U261,0.150398745,0.328513242,0.001017018,-0.111698391
U262,0.366855891,0.079814666,-0.042186139,-0.080412058
U263,0.325878952,0.06164082,0.643190959,-0.062525647
U264,-0.151319238,-0.179630649,1.274170014,-0.822269145
U265,-0.253412403,-0.133019649,-0.681980864,-0.218628843
U266,-0.102607598,-0.117286634,-0.61578664,-0.161938182
U267,0.523736233,0.478962566,0.018846916,-0.375056525
U268,0.196514435,-0.284930483,0.141732312,-0.168280425
U269,0.72635053,0.538867206,-0.01871357,-0.504569983
U270,-0.220932205,0.272922859,0.170046109,0.200322141
U271,-0.030883935,-0.056907549,0.446670947,0.342958052
U272,-0.211976823,0.283325154,0.188160912,0.217254789
U273,0.395536338,-0.087449221,0.037531414,-0.291175636
U274,-0.094470143,-0.123801099,-0.678319632,-0.152541658
U275,0.375748499,-0.470276893,-0.185409674,-0.262881993
U276,-0.110039345,-0.088173635,-0.541044281,-0.152335375
U277,-0.132773785,-0.084435418,-0.465243326,-0.125400447
U278,-0.217668208,-0.022440762,-0.606207787,-0.148862358
U279,0.150892696,-0.140374689,0.176935704,-0.145707705
U280,0.795203784,0.198993679,-0.164114767,-0.077751625
U281,-0.170535432,0.37047134,-0.515436794,0.744551675
U282,-0.080783886,0.189187596,0.35772986,-0.069786935
U283,0.138214125,-0.102672328,0.794714823,-0.204995388
U284,-0.114722099,-0.139996169,-0.691909207,-0.14151034
U285,0.415026584,-0.037400673,0.017210115,-0.254286197
U286,0.147879007,0.299258328,-0.006375747,-0.085474549
U287,0.21687663,-0.058962364,0.110845424,-0.38210153
U288,0.244266855,-0.26375169,0.15178853,-0.132852946
U289,0.215620633,-0.279419503,0.135830389,-0.131085105
U290,-0.142385123,-0.183937105,0.13334676,0.104694357
U291,-0.119889409,-0.271520083,-0.718075078,-0.217691351
U292,-0.363626441,-0.744178974,0.227047007,-0.132365297
U293,-0.115093244,-0.263630753,0.729445359,0.262332643
U294,-0.05818227,0.483549822,0.362874105,-0.055635939
U295,0.252476866,-0.315662648,0.560479604,-0.07106458
U296,-0.10521904,-0.24573436,0.710273304,0.242778683
U297,-0.195324586,0.258677976,0.091506863,-0.127086505
U298,-0.157990601,-0.23187153,0.258586562,-0.448978667
U299,-0.118284637,0.023499243,0.125720691,-0.09433778
U300,0.151973525,0.322243309,0.002666038,-0.112984429
U301,0.530414914,0.446705694,0.033879238,-0.342504261
U302,-0.10365139,0.251334839,0.45988867,-0.07366571
U303,0.015986622,0.369167417,0.100393427,-0.094374263
U304,0.415619742,-0.530678939,-0.278156651,-0.283596414
U305,-0.031861331,-0.055440499,0.349181749,-0.131844185
U306,0.235439967,-0.116458283,0.732989617,-0.230168316
U307,-0.183808249,-0.18717508,-0.655903781,-0.182455656
U308,-0.192748401,-0.14579317,-0.665625796,-0.195106351
U309,0.430614946,-0.338180896,0.352000744,-0.176534835
U310,0.041346935,0.334357889,0.090980959,-0.074657257
U311,-0.668389788,-0.383045185,0.169716327,0.337556883
U312,0.106743922,-0.250559915,0.513136391,0.056985711
U313,-0.16826917,-0.186743193,-0.769629,-0.213973041
U314,0.02788048,0.351673509,0.083367617,-0.075006071
U315,-0.211626479,-0.151823605,-0.687160459,-0.235444495
U316,-0.243074163,-0.135538801,-0.726147893,-0.250388735
U317,-0.254274612,-0.323129105,1.168116464,-0.649143041
U318,0.139953592,0.393688032,-0.137822696,0.080839477
U319,0.032720948,-0.213350936,0.395795812,-0.296688433
U320,-0.156956072,-0.21966637,0.207785062,-0.2034124
U321,-0.197242249,-0.13014604,-0.74790456,-0.20120163
U322,-0.104561051,0.351798601,-0.080944284,0.331986822
U323,0.314378564,-0.072303352,0.27136683,0.387385578
U324,-0.116792868,0.253545097,0.421348397,-0.068201677
U325,-0.150301314,-0.203379748,0.231201441,-0.427275818
U326,-0.242439836,0.156303718,0.141667917,-0.454774478
U327,-0.190641157,-0.172266649,-0.683956641,-0.167205254
U328,-0.19838136,-0.211463773,-0.758989859,-0.19745305
U329,0.175266235,-0.264093939,0.155564131,-0.158064976
U330,0.378836325,-0.057579318,0.037597196,-0.28594115
U331,0.50427782,0.460331167,0.020061561,-0.315279588
U332,-0.096176216,0.205449863,0.328591677,-0.049982185
U333,-0.160482334,0.324405269,0.373877381,-0.16040123
U334,0.416387944,0.109866318,-0.029701044,0.461572591
U335,-0.052847092,-0.124880466,0.148660343,-0.208586066
U336,-0.108603388,-0.28104494,-0.766439624,-0.18970586
U337,-0.117226101,0.026107934,0.109213061,-0.079710064
U338,-0.240269117,-0.26404569,0.230234815,-0.212483054
U339,-0.153734352,-0.487982745,0.815261625,-1.014731478
U340,0.460083514,-0.001763057,-0.189541998,0.202485154
U341,-0.191187774,0.385241174,0.573889089,-0.109691457
U342,-0.206896225,0.447007877,-0.135498629,0.21534532
U343,0.553033351,0.745741646,-0.08013147,-0.14525836
U344,0.128776707,-0.303392164,0.201936864,-0.182951875
U345,-0.218963092,-0.133504148,-0.66497574,-0.256368413
U346,0.460275751,-0.010655517,-0.285282719,0.181260978
U347,0.450694904,-0.005781464,-0.258436113,0.180323602
U348,-0.175096079,-0.146720585,-0.738022899,-0.185103212
U349,-0.092908046,0.472943697,0.18725694,0.105358696
U350,0.537566634,0.46914351,0.034628394,-0.404627599
U351,-0.014988171,-0.02710457,0.442388339,0.222246718
U352,-0.166170476,-0.152367199,-0.649547114,-0.178929673
U353,-0.112576604,0.367538144,-0.070729662,0.30062858
U354,-0.218675988,-0.254492808,-0.615518541,-0.268117192
U355,-0.257625171,-0.143812453,-0.696117836,-0.213702134
U356,0.178921912,0.414683266,0.144956869,0.180638595
U357,-0.124124401,0.032036213,0.135343287,-0.090169536
U358,-0.144015664,-0.144833702,1.177347751,-0.474266007
U359,-0.133672155,-0.134325362,1.217017917,-0.516844785
U360,0.346484941,0.078357316,-0.024172745,-0.069958588
U361,0.115686852,-0.176214708,-0.12073839,0.132214077
U362,0.497887917,0.46799039,0.012172756,-0.340494728
U363,-0.203395345,-0.146472798,-0.613774676,-0.246426173
U364,-0.134163684,0.020848801,0.105010574,-0.096820611
U365,-0.200961684,-0.169641824,-0.66839635,-0.179672683
U366,0.468611065,0.016165415,-0.258493499,0.185114371
U367,-0.23169717,-0.26612086,1.251281095,-0.630930249
U368,-0.051812995,-0.088707741,1.015021999,0.411464862
U369,-0.071617245,0.165586713,0.743810442,0.128032945
U370,-0.149056282,-0.178985409,1.386199334,-0.951644794
U371,0.033484407,-0.097274348,0.834443258,0.16011746
U372,-0.153358417,-0.308279383,-0.921880936,-0.210969597
U373,0.405465862,0.020965746,-0.246362503,0.156341351
U374,0.290597333,-0.113114115,0.086161792,-0.110765735
U375,-0.120014431,0.015687838,0.097555545,-0.081576951
U376,-0.223611153,-0.25874559,-0.635208094,-0.25887678
U377,0.253529692,-0.3921892,0.343527926,0.070015394
U378,-0.167404052,0.468879886,0.045016865,0.042404419
U379,-0.177292231,0.36192499,0.558358228,-0.111692818
U380,-0.207244717,-0.246002623,-0.655248986,-0.256427101
U381,0.097207032,-0.314390167,0.554177925,-0.664664785
U382,-0.008875557,0.00166471,0.012264912,-0.001124245
U383,-0.071238153,-0.435276018,0.873435339,-1.036034323
U384,0.17923537,-0.308217625,0.115650695,-0.135360549
U385,-0.08195488,-0.032847799,-0.018493804,0.119041278
U386,0.216533358,-0.272731596,-0.1295178,0.046331588
U387,-0.115322475,-0.288386886,-0.767516241,-0.210216194
U388,0.306431805,0.090165026,-0.028987225,-0.061846077
U389,-0.046662048,-0.237514109,0.493194061,-0.084775278
U390,-0.147145341,-0.190484796,0.856163183,0.20988769
U391,0.031959342,0.370782965,0.100552693,-0.083533089
U392,0.362477492,-0.061012986,0.050812658,-0.300923398
U393,0.339005526,-0.009672209,0.342095724,0.347952963
U394,-0.131337606,0.025370306,0.118407944,-0.102805062
U395,-0.161849369,-0.219449403,0.268607087,-0.444296923
U396,-0.094802509,-0.400025165,1.043007195,-1.067769308
U397,-0.138589393,0.015780193,0.131354967,-0.108134536
U398,0.016069777,0.358894879,0.098793281,-0.075225901
U399,-0.593831561,-0.185721398,0.145158899,-0.044631748
U400,-0.34143633,-0.678785697,0.217404247,-0.132824926
U401,0.241343071,-0.108517475,0.088140606,-0.102313633
U402,0.153696617,0.35324969,0.005497511,-0.056231372
U403,0.246549991,-0.492345534,0.362377538,-0.041005074
U404,0.080661122,-0.341223966,0.548960629,-0.686475925
U405,-0.149646651,-0.184881808,0.234295977,-0.434015379
U406,-0.216603673,0.256078235,0.160970198,0.1827534
U407,-0.239714388,-0.030818172,-0.201949896,-0.065703095
U408,-0.106567196,0.027714814,0.11887729,-0.084989447
U409,-0.179439171,0.382541103,-0.541764342,0.765695934
U410,-0.187271209,-0.203690685,0.268151456,-0.433517898
U411,0.016717397,0.339498711,0.084194332,-0.087144541
U412,0.184404064,-0.090862927,0.209492168,-0.630675968
U413,-0.349007363,-0.815444833,0.275040634,-0.12953011
U414,0.217024763,-0.28469474,0.132830559,-0.15111151
U415,-0.108097215,-0.106865237,0.239360936,0.115742539
U416,-0.102081065,-0.287777391,0.731453955,-0.362491216
U417,0.299181406,-0.116377457,0.085340115,-0.116020661
U418,-0.215916423,0.253145695,0.169814599,0.184870857
U419,-0.197781869,-0.18998732,0.22757647,-0.423479419
U420,-0.163676457,-0.213489054,0.258038459,-0.456318119
U421,-0.215832789,0.181238296,0.141048744,0.165994274
U422,0.160582519,0.324595875,0.002231758,-0.111174341
U423,0.461894744,-0.014808472,-0.218181583,0.207589653
U424,-0.207979846,0.273401071,0.173304523,0.221151246
U425,0.327853082,-0.043584031,0.291195849,0.411134913
U426,0.207127667,-0.25569261,-0.110221,0.049340562
U427,-0.300047581,0.23758133,-0.025041,0.081187133
U428,-0.065629391,-0.109138379,0.105945689,-0.202301523
U429,-0.13841037,0.030808849,0.124256583,-0.107352885
U430,-0.117517003,-0.180492095,0.241895496,-0.427788457
U431,0.235039329,0.172711536,0.019834229,-0.074142974
U432,-0.084118477,-0.427661458,0.903598513,-0.987984538
U433,0.060538159,0.2183529,0.016796679,0.300321118
U434,0.403353496,-0.503154687,-0.232586577,-0.278829641
U435,0.160991734,-0.173222165,0.18524689,-0.149085927
U436,0.115361846,-0.383129145,0.023140358,-0.118014871
U437,0.214530124,-0.229721153,0.20934294,-0.090795706
U438,0.517755609,0.662222257,-0.05661281,-0.027461255
U439,0.086227488,-0.386473492,0.378294465,-0.158343371
U440,-0.115861327,-0.12386304,-0.543507272,-0.099993378
U441,-0.144435852,-0.191870129,0.26395289,-0.430378481
U442,-0.130116468,0.02072639,0.133194076,-0.094206579
U443,-0.185550616,0.298094249,0.301906361,-0.182303233
U444,-0.1554164,-0.211363736,0.238186768,-0.458487355
U445,-0.138358021,-0.220390599,0.252586353,-0.427853627
U446,0.234764807,0.142707159,0.026318668,-0.089019375
U447,-0.052374719,0.304399224,0.339259985,0.038671814
U448,0.269572573,-0.439904318,0.36191631,-0.003226865
U449,-0.116783381,0.009680619,0.100753961,-0.07134071
U450,-0.19401704,-0.197243579,0.270883631,-0.433843376
U451,-0.082887242,-0.151389464,1.278072779,-0.523720942
U452,-0.062749395,-0.275923537,1.147995871,-0.983103427
U453,0.200484424,-0.281795748,0.135181338,-0.137315779
U454,-0.136332487,0.02535396,0.139329792,-0.102256416
U455,0.2619778,-0.258583127,0.16502055,-0.135144828
U456,-0.220346595,0.269403452,0.161870068,0.164076258
U457,-0.216166925,-0.299256212,-0.6643377,-0.226022187
U458,-0.14512536,0.037421218,0.139611887,-0.119009148
U459,0.096442843,-0.132785877,-0.096406845,0.107349251
U460,0.050966895,-0.356143582,0.543443126,-0.678132787
U461,-0.106684195,-0.1049625,1.367563149,-0.795620739
U462,0.145734914,0.328057611,0.010882057,-0.088351333
U463,0.205408429,-0.257005606,0.153393341,-0.148046341
U464,-0.138315622,0.020497921,0.155099617,-0.096122614
U465,0.069646597,0.118813398,0.001553259,0.191981595
U466,0.138797842,0.308251133,-0.011847084,-0.097472481
U467,0.276533042,0.111604351,-0.004029889,-0.074930067
U468,-0.131253326,0.023607225,0.120709712,-0.095660929
U469,0.18858158,-0.294177653,0.125895761,-0.128638658
U470,-0.200550635,-0.205882638,0.251335612,-0.426517654
U471,-0.172671763,0.36312987,-0.497600412,0.728117243
U472,-0.20542571,-0.310543071,1.245331445,-0.893242033
U473,0.230742774,-0.275535737,0.139871579,-0.114404701
U474,0.158501085,0.387052941,0.126792838,0.158016381
U475,-0.217645145,0.259416,0.179112711,0.197723345
U476,0.03223543,-0.448688795,-0.007217468,0.202310944
U477,0.261891395,-0.460936768,0.359249278,-0.017727658
U478,0.262417189,0.373201268,-0.045210317,-0.032992741
U479,0.271936767,-0.114083174,0.089944038,-0.107173222
U480,0.233332663,-0.282537065,0.151522614,-0.142458299
U481,-0.192262456,-0.091000079,-0.624604232,-0.103415893
U482,-0.208483671,-0.245488743,0.251793191,-0.202518394
U483,-0.216453834,0.18737498,0.143938334,0.133580712
U484,0.276249841,-0.116379964,0.093891491,-0.116605087
U485,0.248071409,-0.397139746,0.319468706,0.050625188
U486,0.13055359,0.3530403,-0.002738187,-0.083557398
U487,0.159597884,0.017394268,0.031426915,0.27621692
U488,-0.184181711,0.371774152,-0.510529288,0.75148173
U489,-0.116931795,0.021976648,0.102191145,-0.081251297
U490,0.32238974,-0.05683974,0.280598575,0.403485873
U491,0.141220899,0.301202553,0.003142859,-0.081371301
U492,-0.406430793,-0.834909761,0.248230266,-0.193338795
U493,-0.176462335,0.361759116,-0.514586543,0.725408779
U494,-0.173431573,-0.193505615,0.246023153,-0.423902893
U495,-0.120772244,-0.155908554,1.253752996,-0.583792795
U496,-0.163043116,0.338022987,-0.474478436,0.679534845
U497,0.343089214,-0.092663474,0.010827867,-0.238378157
U498,-0.143296699,0.41232722,0.031766601,0.026319692
U499,0.101667154,-0.192845956,-0.123020345,0.144989005
U500,-0.104790751,-0.208969164,0.271746191,-0.440546759
